date,IWM,MTUM,QQQ,QUAL,SPY,USMV,VLUE,VTV,VUG
2015-01-31,,,,,,,,,
2015-02-28,0.05946408679596549,0.054297638403828286,0.07220572991375795,0.06016016849808037,0.05620467450634914,0.03649429410241978,0.059250592649807476,0.05306661778131905,0.06245150226032825
2015-03-31,0.017699661212049023,-0.01052816996498207,-0.02358966305226473,-0.015698508467716143,-0.015705631688876953,-0.007481006521929068,-0.009396914361332165,-0.013268099397850674,-0.03929604042848567
2015-04-30,-0.025649266768041246,-0.010384244204919346,0.0192234765796524,0.0017292920825868752,0.00983427962353356,-0.00581721208199093,0.006656936130405411,0.012783342015942223,0.028103852597323842
2015-05-31,0.02236362395128877,0.033635171921205576,0.022484505219067863,0.015222823019428455,0.012855471704023902,0.010239260229687686,0.009167315829963663,0.011797042341842534,0.014783741961275965
2015-06-30,0.007829391773697125,-0.0034485291911624527,-0.024841118649860494,-0.01846339842381295,-0.02031161669240722,-0.022314526348752084,-0.016541154131422986,-0.022288409206651205,-0.016493212008788394
2015-07-31,-0.01103921098589622,0.03793406615240191,0.04557791784180121,0.028797462280166997,0.022589325738822108,0.04017857451908258,0.0031963398249073016,0.010076317410641522,0.03269492880462921
2015-08-31,-0.06311025971488882,-0.06001352808799909,-0.06824495644325057,-0.05413698983234372,-0.060950222850078895,-0.04530214314245107,-0.05780607788098746,-0.05843232747830185,-0.0629581808171763
2015-09-30,-0.04936296344532021,-0.018895091735244507,-0.022072885602153147,-0.012963203159767067,-0.025516093701228093,-0.006221868500853933,-0.028662743314152195,-0.025373226129308923,-0.02861276166123594
2015-10-31,0.0562269429130513,0.07315654091713153,0.11369921236511482,0.08651784473825574,0.08505983609043088,0.059863452315578325,0.07304890260049435,0.07648189546259476,0.08973969648710445
2015-11-30,0.03259943033843693,0.005328427751744247,0.006088276741596399,0.004414860912673735,0.0036544982521413694,-0.0021445318024105875,-0.006838668942404813,0.00544674832119707,0.001463873285166395
2015-12-31,-0.050304024103282385,-0.0013447550505740757,-0.015947783424067996,-0.017170914014609573,-0.0172820628133602,0.005044140791986118,-0.01870205013402526,-0.011435587398412106,-0.024242139878042024
2016-01-31,-0.08577523521802366,-0.038068179014905335,-0.06910406469836594,-0.04615151383895699,-0.049786637173391934,-0.013869001723574748,-0.08676037001362658,-0.047595322974562926,-0.06006183602709747
2016-02-29,-0.0022340842308148368,-0.012765761795781927,-0.015653713806431213,0.006007332660830311,-0.0008255728337612789,0.010426994475141838,0.01812086682346381,0.0010300644000285075,-0.0039997836369788375
2016-03-31,0.08013451627659318,0.053072577497331075,0.06852606363014857,0.05907054638541198,0.06726558571115193,0.05931684005297733,0.06013443436534516,0.06698682964578118,0.07202928797170416
2016-04-30,0.016722470965912173,-0.006292806253056282,-0.031868136070839825,-0.003962160641982848,0.003941332254370211,-0.0036421287305090644,0.007498007408982321,0.015172172967896635,-0.007891825477208791
2016-05-31,0.022403794897359885,0.02450458595110594,0.043700450642525146,0.010709878302055165,0.017011563009164288,0.015764389166394777,0.01472263995628098,0.010640649589486628,0.02490342094286979
2016-06-30,-0.00017364461028102074,0.02951225813121372,-0.02278043070660729,0.004840044401906773,0.0034756357148959527,0.04488498818328379,-0.012055801810785693,0.011254169071230002,-0.006613762238540266
2016-07-31,0.058748545794460316,0.026832058647574097,0.07150845990605781,0.030454378622814193,0.03647149074062539,0.014715290161150696,0.04527031144756699,0.028120909561352825,0.04785440059827262
2016-08-31,0.017841425199054406,-0.01491366042660136,0.010500850234544501,-0.0022056964276350177,0.0011975977931217852,-0.0196205877106016,0.012418692492557115,0.0067519358521404005,-0.003115758717058159
2016-09-30,0.010738303805442273,0.004931030937247005,0.02213526424008072,-0.0010218002039437124,5.7782188110255817e-05,-0.006473007705461553,0.006510516187534288,-0.004687732014435175,0.006164605374437304
2016-10-31,-0.045970765617218357,-0.0193875392075481,-0.014572156111196777,-0.02044720525365773,-0.0173368602266345,-0.027514765761777693,-0.011948494513955299,-0.010919423217714774,-0.02591521674424835
2016-11-30,0.11063326659854034,-0.005931422835398936,0.004359686875780477,0.03010155405036663,0.03683821780987406,0.006111346456444178,0.07085276901968651,0.05996505528441598,0.012159299479703956
